#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297002_00811	313606.M23134_05503	1.95e-30	119.0	COG0520@1|root,COG0520@2|Bacteria,4NERR@976|Bacteroidetes,47TKY@768503|Cytophagia	976|Bacteroidetes	E	Aminotransferase class-V	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_5
MGYG000297002_00843	981384.AEYW01000006_gene2922	1.31e-163	469.0	COG4638@1|root,COG4638@2|Bacteria,1MWXW@1224|Proteobacteria,2TSJ5@28211|Alphaproteobacteria,4NBT6@97050|Ruegeria	28211|Alphaproteobacteria	P	Ring hydroxylating alpha subunit (catalytic domain)	-	-	-	-	-	-	-	-	-	-	-	-	Rieske,Ring_hydroxyl_A
MGYG000297002_00907	413404.Rmag_0085	7.22e-231	642.0	COG2046@1|root,COG2046@2|Bacteria,1MUQB@1224|Proteobacteria,1RP4Q@1236|Gammaproteobacteria,1J8M1@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	F	Sulfate adenylate transferase	sat	-	2.7.7.4	ko:K00958	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130	M00176,M00596	R00529,R04929	RC02809,RC02889	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-sulfurylase,PUA_2
MGYG000297002_00977	1123256.KB907937_gene1876	2.27e-18	84.0	COG3749@1|root,COG3749@2|Bacteria,1RJR9@1224|Proteobacteria,1S64S@1236|Gammaproteobacteria,1X94M@135614|Xanthomonadales	135614|Xanthomonadales	S	Bacterial protein of unknown function (DUF934)	-	-	-	-	-	-	-	-	-	-	-	-	DUF934
MGYG000297002_00662	413404.Rmag_0576	4.61e-77	231.0	COG0822@1|root,COG0822@2|Bacteria,1RD5K@1224|Proteobacteria,1S3P1@1236|Gammaproteobacteria,1J60P@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	A scaffold on which IscS assembles Fe-S clusters. It is likely that Fe-S cluster coordination is flexible as the role of this complex is to build and then hand off Fe-S clusters	iscU	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0008152,GO:0008198,GO:0009987,GO:0010467,GO:0016043,GO:0016226,GO:0016740,GO:0016782,GO:0019538,GO:0019725,GO:0022607,GO:0030003,GO:0031163,GO:0036455,GO:0042592,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048037,GO:0048878,GO:0050801,GO:0051186,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0051604,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0097428,GO:0098771,GO:1901564	-	ko:K04488	-	-	-	-	ko00000	-	-	iAPECO1_1312.APECO1_3996,iB21_1397.B21_02385,iBWG_1329.BWG_2293,iE2348C_1286.E2348C_2812,iEC042_1314.EC042_2733,iEC55989_1330.EC55989_2814,iECABU_c1320.ECABU_c28350,iECBD_1354.ECBD_1155,iECB_1328.ECB_02421,iECDH10B_1368.ECDH10B_2696,iECDH1ME8569_1439.ECDH1ME8569_2456,iECD_1391.ECD_02421,iECED1_1282.ECED1_2960,iECH74115_1262.ECH74115_3761,iECIAI1_1343.ECIAI1_2581,iECIAI39_1322.ECIAI39_2730,iECNA114_1301.ECNA114_2608,iECO103_1326.ECO103_3046,iECO111_1330.ECO111_3253,iECO26_1355.ECO26_3576,iECOK1_1307.ECOK1_2878,iECP_1309.ECP_2534,iECS88_1305.ECS88_2705,iECSE_1348.ECSE_2815,iECSF_1327.ECSF_2373,iECSP_1301.ECSP_3473,iECUMN_1333.ECUMN_2849,iECW_1372.ECW_m2755,iECs_1301.ECs3395,iEKO11_1354.EKO11_1204,iETEC_1333.ETEC_2686,iEcDH1_1363.EcDH1_1139,iEcE24377_1341.EcE24377A_2814,iEcHS_1320.EcHS_A2680,iEcSMS35_1347.EcSMS35_2682,iEcolC_1368.EcolC_1148,iG2583_1286.G2583_3059,iJO1366.b2529,iSDY_1059.SDY_2725,iSFV_1184.SFV_2577,iSF_1195.SF2576,iSFxv_1172.SFxv_2832,iSSON_1240.SSON_2611,iS_1188.S2748,iUMN146_1321.UM146_04055,iUMNK88_1353.UMNK88_3182,iUTI89_1310.UTI89_C2851,iWFL_1372.ECW_m2755,iY75_1357.Y75_RS13200,iZ_1308.Z3796,ic_1306.c3055	NifU_N
MGYG000297002_00010	580332.Slit_2403	1.2e-64	202.0	COG0440@1|root,COG0440@2|Bacteria,1RAGN@1224|Proteobacteria,2VH1H@28216|Betaproteobacteria,44VPP@713636|Nitrosomonadales	28216|Betaproteobacteria	E	ACT domain	ilvH	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,ACT_5,ALS_ss_C
MGYG000297002_00042	1278309.KB907101_gene582	8.39e-54	172.0	COG3791@1|root,COG3791@2|Bacteria,1N031@1224|Proteobacteria,1S8W1@1236|Gammaproteobacteria,1XKRT@135619|Oceanospirillales	135619|Oceanospirillales	S	Glutathione-dependent formaldehyde-activating enzyme	-	-	-	-	-	-	-	-	-	-	-	-	GFA
MGYG000297002_00074	412965.COSY_0439	5.67e-56	176.0	COG3118@1|root,COG3118@2|Bacteria,1MZBB@1224|Proteobacteria,1S5WR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Belongs to the thioredoxin family	trxA	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	iECW_1372.ECW_m4079,iECs_1301.ECs4714,iEKO11_1354.EKO11_4576,iG2583_1286.G2583_4574,iSBO_1134.SBO_3791,iSDY_1059.SDY_3968,iSF_1195.SF3854,iSSON_1240.SSON_3952,iS_1188.S3905,iWFL_1372.ECW_m4079,iZ_1308.Z5291	Thioredoxin
MGYG000297002_00106	413404.Rmag_0495	1.29e-38	137.0	COG0009@1|root,COG0009@2|Bacteria,1MVPM@1224|Proteobacteria,1S610@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Catalyzes the conversion of L-threonine, HCO(3)(-) CO(2) and ATP to give threonylcarbamoyl-AMP (TC-AMP) as the acyladenylate intermediate, with the release of diphosphate	tsaC	GO:0000049,GO:0000166,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061710,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363	2.7.7.87	ko:K07566	-	-	R10463	RC00745	ko00000,ko01000,ko03009,ko03016	-	-	-	Sua5_yciO_yrdC
MGYG000297002_00138	1168067.JAGP01000001_gene756	6.2e-51	164.0	COG0509@1|root,COG0509@2|Bacteria,1RGV7@1224|Proteobacteria,1S656@1236|Gammaproteobacteria,460XZ@72273|Thiotrichales	72273|Thiotrichales	E	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein	gcvH	-	-	ko:K02437	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221	RC00022,RC02834	ko00000,ko00001,ko00002	-	-	-	GCV_H
MGYG000297002_00792	400668.Mmwyl1_2482	5.89e-71	215.0	COG0599@1|root,COG0599@2|Bacteria,1RJU6@1224|Proteobacteria,1S6JH@1236|Gammaproteobacteria,1XRIX@135619|Oceanospirillales	135619|Oceanospirillales	S	Carboxymuconolactone decarboxylase family	-	-	4.1.1.44	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	-	R03470	RC00938	ko00000,ko00001,ko01000	-	-	-	CMD
MGYG000297002_00304	1122135.KB893134_gene3555	2.27e-178	508.0	COG0045@1|root,COG0045@2|Bacteria,1MVCE@1224|Proteobacteria,2TRXK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit	mtkA	-	6.2.1.5,6.2.1.9	ko:K01903,ko:K14067	ko00020,ko00630,ko00640,ko00660,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00630,map00640,map00660,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00346,M00374,M00620	R00405,R01256,R02404	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-grasp_2,Ligase_CoA
MGYG000297002_00181	1121948.AUAC01000002_gene1812	1.35e-97	291.0	COG5012@1|root,COG5012@2|Bacteria,1RDEU@1224|Proteobacteria,2TVXN@28211|Alphaproteobacteria,4415R@69657|Hyphomonadaceae	28211|Alphaproteobacteria	S	B12 binding domain	mtbC	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,B12-binding_2
MGYG000297002_01159	413404.Rmag_0814	1.9e-127	366.0	COG0081@1|root,COG0081@2|Bacteria,1MUE6@1224|Proteobacteria,1RMDW@1236|Gammaproteobacteria,1J4Y5@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	GO:0000027,GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006417,GO:0006446,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016043,GO:0016070,GO:0016072,GO:0017148,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045947,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112,GO:2000113	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
MGYG000297002_01088	439496.RBY4I_2723	4.47e-45	147.0	COG4311@1|root,COG4311@2|Bacteria,1N8ED@1224|Proteobacteria,2UFIN@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Sarcosine oxidase, delta subunit	soxD	-	1.5.3.1,1.5.99.5	ko:K00304,ko:K22085	ko00260,ko00680,ko01100,ko01120,map00260,map00680,map01100,map01120	-	R00609,R00610	RC00060,RC00190,RC00557	ko00000,ko00001,ko01000	-	-	-	SoxD
MGYG000297002_00516	413404.Rmag_1041	1.27e-83	259.0	COG2175@1|root,COG2175@2|Bacteria,1R5KS@1224|Proteobacteria,1RZQ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Q	PFAM Taurine catabolism dioxygenase TauD, TfdA family	-	-	-	-	-	-	-	-	-	-	-	-	TauD
MGYG000297002_00548	313606.M23134_02603	5.5e-47	156.0	COG1846@1|root,COG1846@2|Bacteria,4NQUD@976|Bacteroidetes,47QAI@768503|Cytophagia	976|Bacteroidetes	K	PFAM MarR family	ohrR	-	-	-	-	-	-	-	-	-	-	-	MarR
MGYG000297002_00582	412965.COSY_0858	3.48e-71	221.0	COG0344@1|root,COG0344@2|Bacteria,1RD4Z@1224|Proteobacteria,1RN1J@1236|Gammaproteobacteria,1J6BT@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
MGYG000297002_00614	1238450.VIBNISOn1_850043	5.17e-37	128.0	COG2351@1|root,COG2351@2|Bacteria,1RH84@1224|Proteobacteria,1S9GA@1236|Gammaproteobacteria,1Y2CY@135623|Vibrionales	135623|Vibrionales	S	HIUase/Transthyretin family	-	-	3.5.2.17	ko:K07127	ko00230,ko01100,ko01120,map00230,map01100,map01120	M00546	R06601	RC03393	ko00000,ko00001,ko00002,ko01000,ko02000	9.B.35.1.2,9.B.35.2	-	-	Transthyretin
MGYG000297002_00646	488538.SAR116_1384	1.23e-228	645.0	COG1012@1|root,COG1012@2|Bacteria,1MUHV@1224|Proteobacteria,2TSMD@28211|Alphaproteobacteria,4BPEG@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	C	TIGRFAM methylmalonic acid semialdehyde dehydrogenase	mmsA	-	1.2.1.18,1.2.1.27	ko:K00140	ko00280,ko00410,ko00562,ko00640,ko01100,ko01200,map00280,map00410,map00562,map00640,map01100,map01200	M00013	R00705,R00706,R00922,R00935	RC00004,RC02723,RC02817	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
MGYG000297002_00744	1049564.TevJSym_an00320	1e-93	288.0	COG0491@1|root,COG0491@2|Bacteria,1MXKX@1224|Proteobacteria,1RR31@1236|Gammaproteobacteria,1J5R1@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Metallo-beta-lactamase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
MGYG000297002_00840	981384.AEYW01000006_gene2923	2.72e-46	156.0	COG1522@1|root,COG1522@2|Bacteria,1NABS@1224|Proteobacteria,2UGRG@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	helix_turn_helix ASNC type	-	-	-	ko:K03718	-	-	-	-	ko00000,ko03000	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type
MGYG000297002_00872	413404.Rmag_0564	1.85e-111	325.0	COG0603@1|root,COG0603@2|Bacteria,1MU5V@1224|Proteobacteria,1RMG9@1236|Gammaproteobacteria,1J4T0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	F	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))	queC	-	6.3.4.20	ko:K06920	ko00790,ko01100,map00790,map01100	-	R09978	RC00959	ko00000,ko00001,ko01000,ko03016	-	-	-	QueC
MGYG000297002_00939	1121948.AUAC01000002_gene1798	2.37e-234	662.0	COG0318@1|root,COG0318@2|Bacteria,1MUMC@1224|Proteobacteria,2TR96@28211|Alphaproteobacteria,43Z6W@69657|Hyphomonadaceae	28211|Alphaproteobacteria	IQ	AMP-binding enzyme C-terminal domain	MA20_29420	-	6.2.1.48	ko:K00666,ko:K02182	-	-	-	-	ko00000,ko01000,ko01004	-	-	-	AMP-binding,AMP-binding_C
MGYG000297002_00974	412965.COSY_0141	1.08e-96	291.0	COG0730@1|root,COG0730@2|Bacteria,1MY0T@1224|Proteobacteria,1RS7K@1236|Gammaproteobacteria,1J576@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Sulfite exporter TauE/SafE	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
MGYG000297002_01009	413404.Rmag_0309	4.67e-188	530.0	COG0472@1|root,COG0472@2|Bacteria,1MUTK@1224|Proteobacteria,1RNIG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008963,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	iEC042_1314.EC042_0088,iECABU_c1320.ECABU_c00920,iECED1_1282.ECED1_0088,iECH74115_1262.ECH74115_0095,iECSP_1301.ECSP_0090,iECs_1301.ECs0091,iG2583_1286.G2583_0091,iSDY_1059.SDY_0117,iZ_1308.Z0097,ic_1306.c0105	Glycos_transf_4,MraY_sig1
MGYG000297002_01041	1049564.TevJSym_ai00720	2.99e-91	276.0	COG0725@1|root,COG0725@2|Bacteria,1MVNA@1224|Proteobacteria,1RN71@1236|Gammaproteobacteria,1J678@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	COG0725 ABC-type molybdate transport system, periplasmic component	modA	-	-	ko:K02020	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.8	-	-	SBP_bac_11
MGYG000297002_01073	412965.COSY_0657	3.82e-176	498.0	COG1840@1|root,COG1840@2|Bacteria,1MUEG@1224|Proteobacteria,1RQ6Z@1236|Gammaproteobacteria,1J4SE@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	Bacterial extracellular solute-binding protein	fbpA	-	-	ko:K02012	ko02010,map02010	M00190	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.10	-	-	SBP_bac_11,SBP_bac_6,SBP_bac_8
MGYG000297002_01105	413404.Rmag_0765	1.19e-125	368.0	COG0324@1|root,COG0324@2|Bacteria,1MUB2@1224|Proteobacteria,1RMDU@1236|Gammaproteobacteria,1J4T1@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	F	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	miaA	GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006417,GO:0006725,GO:0006807,GO:0006950,GO:0008033,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009451,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016070,GO:0016740,GO:0016765,GO:0019222,GO:0031323,GO:0031326,GO:0032268,GO:0033554,GO:0034248,GO:0034470,GO:0034605,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043555,GO:0044237,GO:0044238,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051246,GO:0051716,GO:0052381,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1990497,GO:2000112,GO:2000765	2.5.1.75	ko:K00791	ko00908,ko01100,ko01110,map00908,map01100,map01110	-	R01122	RC02820	ko00000,ko00001,ko01000,ko01006,ko03016	-	-	-	IPPT
MGYG000297002_01138	413404.Rmag_0038	6.38e-68	216.0	COG3346@1|root,COG3346@2|Bacteria,1MZUH@1224|Proteobacteria,1S8S0@1236|Gammaproteobacteria,1J6FD@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	SURF1-like protein	surf1	-	-	ko:K14998	-	-	-	-	ko00000,ko03029	3.D.4.8	-	-	SURF1
MGYG000297002_01171	1137799.GZ78_14000	8.08e-59	196.0	COG0500@1|root,COG2226@2|Bacteria,1R6ZI@1224|Proteobacteria,1SYW2@1236|Gammaproteobacteria,1XK75@135619|Oceanospirillales	135619|Oceanospirillales	Q	Mycolic acid cyclopropane synthetase	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
MGYG000297002_01203	413404.Rmag_0831	1.31e-161	457.0	COG2877@1|root,COG2877@2|Bacteria,1MV91@1224|Proteobacteria,1RMGQ@1236|Gammaproteobacteria,1J4QY@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the KdsA family	kdsA	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
MGYG000297002_01237	1307759.JOMJ01000003_gene1958	1.43e-52	175.0	COG4976@1|root,COG4976@2|Bacteria,1RJBE@1224|Proteobacteria,43EBW@68525|delta/epsilon subdivisions,2X09D@28221|Deltaproteobacteria,2MBBY@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	Methionine biosynthesis protein MetW	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_25
MGYG000297002_01301	631454.N177_3369	1.46e-66	215.0	COG0697@1|root,COG0697@2|Bacteria,1R46X@1224|Proteobacteria,2TSE9@28211|Alphaproteobacteria,1JNZH@119043|Rhodobiaceae	28211|Alphaproteobacteria	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
MGYG000297002_01334	305900.GV64_22300	4.16e-179	514.0	28MN9@1|root,2ZAXV@2|Bacteria,1PPEY@1224|Proteobacteria,1RYAD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297002_01366	413404.Rmag_1021	0.0	1523.0	COG1197@1|root,COG1197@2|Bacteria,1MUXG@1224|Proteobacteria,1RNCU@1236|Gammaproteobacteria,1J4G0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site	mfd	GO:0000715,GO:0000716,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008094,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0015616,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0019899,GO:0031323,GO:0031326,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0043175,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051276,GO:0051716,GO:0060255,GO:0065007,GO:0070063,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	ko:K03723	ko03420,map03420	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
MGYG000297002_01399	412965.COSY_0397	2.03e-100	296.0	COG0602@1|root,COG0602@2|Bacteria,1MUJ2@1224|Proteobacteria,1RNQZ@1236|Gammaproteobacteria,1J5WJ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds	queE	-	4.3.99.3	ko:K10026	ko00790,ko01100,map00790,map01100	-	R10002	RC02989	ko00000,ko00001,ko01000,ko03016	-	-	-	Fer4_12,Fer4_14,Radical_SAM
