#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297001_01577	204773.HEAR1365	4.25e-45	151.0	COG3241@1|root,COG3241@2|Bacteria,1RHV2@1224|Proteobacteria,2VTKW@28216|Betaproteobacteria,4770C@75682|Oxalobacteraceae	28216|Betaproteobacteria	C	Copper binding proteins, plastocyanin/azurin family	azu	GO:0005575,GO:0005623,GO:0042597,GO:0044464	-	-	-	-	-	-	-	-	-	-	Copper-bind
MGYG000297001_00267	1411685.U062_01800	9.55e-118	342.0	COG1428@1|root,COG1428@2|Bacteria,1RC50@1224|Proteobacteria,1RRXT@1236|Gammaproteobacteria,1J4ZN@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	F	COG1428 Deoxynucleoside kinases	dgk	-	-	-	-	-	-	-	-	-	-	-	HPPK,dNK
MGYG000297001_00759	314287.GB2207_03247	2.56e-271	745.0	COG2871@1|root,COG2871@2|Bacteria,1QTUV@1224|Proteobacteria,1RPG5@1236|Gammaproteobacteria,1J4JK@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway	nqrF	GO:0000166,GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0015672,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030001,GO:0030964,GO:0032991,GO:0036094,GO:0043167,GO:0043168,GO:0044425,GO:0048037,GO:0050136,GO:0050660,GO:0050662,GO:0051179,GO:0051234,GO:0051536,GO:0051537,GO:0051540,GO:0055114,GO:0071949,GO:0097159,GO:0098796,GO:1901265,GO:1901363,GO:1902494	1.6.5.8	ko:K00351	-	-	-	-	ko00000,ko01000	-	-	-	FAD_binding_6,Fer2,NAD_binding_1
MGYG000297001_00970	1411685.U062_01605	9.65e-240	667.0	COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,1RN0W@1236|Gammaproteobacteria,1J4KM@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	aminopeptidase	pepP	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	AMP_N,Peptidase_M24
MGYG000297001_01302	314287.GB2207_09406	0.0	1137.0	COG0187@1|root,COG0187@2|Bacteria,1MVH1@1224|Proteobacteria,1RMCI@1236|Gammaproteobacteria,1J4HN@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
MGYG000297001_01408	1411685.U062_02125	1.12e-216	603.0	COG0077@1|root,COG1605@1|root,COG0077@2|Bacteria,COG1605@2|Bacteria,1MU60@1224|Proteobacteria,1RNRD@1236|Gammaproteobacteria,1J4I4@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	chorismate mutase	pheA	-	4.2.1.51,5.4.99.5	ko:K14170	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R00691,R01373,R01715	RC00360,RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,CM_2,PDT
MGYG000297001_01495	1411685.U062_00963	9.24e-209	581.0	COG0276@1|root,COG0276@2|Bacteria,1MVR1@1224|Proteobacteria,1RMMS@1236|Gammaproteobacteria,1J4HV@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the ferrous insertion into protoporphyrin IX	hemH	GO:0003674,GO:0003824,GO:0004325,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.99.1.1,4.99.1.9	ko:K01772	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R00310,R11329	RC01012	ko00000,ko00001,ko00002,ko01000	-	-	-	Ferrochelatase
MGYG000297001_00018	1411685.U062_00279	3.35e-35	122.0	COG2920@1|root,COG2920@2|Bacteria,1RGVG@1224|Proteobacteria,1S5ZA@1236|Gammaproteobacteria,1J6P0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	part of a sulfur-relay system	tusE	GO:0002097,GO:0002098,GO:0002143,GO:0003674,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0097163,GO:0140104,GO:1901360	-	ko:K11179	ko04122,map04122	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	DsrC
MGYG000297001_00082	1411685.U062_00346	1.06e-144	417.0	COG2890@1|root,COG2890@2|Bacteria,1MX8Q@1224|Proteobacteria,1RPHQ@1236|Gammaproteobacteria,1J54Y@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Specifically methylates the 50S ribosomal protein L3 on a specific glutamine residue	prmB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006464,GO:0006479,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009007,GO:0009008,GO:0009987,GO:0016740,GO:0016741,GO:0018364,GO:0019538,GO:0032259,GO:0032775,GO:0034641,GO:0036009,GO:0036211,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044728,GO:0046483,GO:0071704,GO:0090304,GO:0140096,GO:0140097,GO:1901360,GO:1901564	2.1.1.298	ko:K07320	-	-	R10806	RC00003,RC03279	ko00000,ko01000,ko03009	-	-	-	MTS
MGYG000297001_01650	314287.GB2207_01032	7.01e-252	696.0	COG1960@1|root,COG1960@2|Bacteria,1R3VD@1224|Proteobacteria	1224|Proteobacteria	C	COG1960 Acyl-CoA dehydrogenases	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
MGYG000297001_00931	1411685.U062_01447	1.48e-121	353.0	COG3022@1|root,COG3022@2|Bacteria,1MUAF@1224|Proteobacteria,1RMTD@1236|Gammaproteobacteria,1J4EP@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Belongs to the UPF0246 family	yaaA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0033194,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:1901700	-	ko:K09861	-	-	-	-	ko00000	-	-	-	H2O2_YaaD
MGYG000297001_01371	1500259.JQLD01000010_gene4874	0.0	2524.0	COG0067@1|root,COG0069@1|root,COG0070@1|root,COG0067@2|Bacteria,COG0069@2|Bacteria,COG0070@2|Bacteria,1MU7B@1224|Proteobacteria,2TRHQ@28211|Alphaproteobacteria,4BCY4@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	Glutamate synthase central domain	-	-	1.4.1.13,1.4.1.14	ko:K00265	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	GATase_2,GXGXG,Glu_syn_central,Glu_synthase
MGYG000297001_00253	314287.GB2207_06988	1.23e-136	397.0	COG2269@1|root,COG2269@2|Bacteria,1MU97@1224|Proteobacteria,1RMR9@1236|Gammaproteobacteria,1J5W0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Elongation factor P--(R)-beta-lysine ligase	epmA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006430,GO:0006464,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016746,GO:0016755,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052868,GO:0071704,GO:0071915,GO:0072580,GO:0072581,GO:0090304,GO:0140096,GO:1901360,GO:1901564,GO:1901566,GO:1901576	-	ko:K04568	-	-	-	-	ko00000,ko01000,ko03012	-	-	-	DUF559,tRNA-synt_2
MGYG000297001_00836	314287.GB2207_01532	1.72e-125	363.0	COG0084@1|root,COG0084@2|Bacteria,1MUC0@1224|Proteobacteria,1RP6E@1236|Gammaproteobacteria,1J4XC@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	L	COG0084 Mg-dependent DNase	ycfH	GO:0003674,GO:0003824,GO:0004518,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
MGYG000297001_00610	314287.GB2207_09581	3.33e-159	455.0	COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,1RMBM@1236|Gammaproteobacteria,1J4CK@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	G	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	gap	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
MGYG000297001_01479	314287.GB2207_00395	1.64e-70	215.0	COG0848@1|root,COG0848@2|Bacteria,1MZ6M@1224|Proteobacteria,1S8RS@1236|Gammaproteobacteria,1J6H1@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	U	Biopolymer transport protein	tolR	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0015833,GO:0015893,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032153,GO:0042221,GO:0042493,GO:0042886,GO:0042891,GO:0043213,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944	-	ko:K03560	-	-	-	-	ko00000,ko02000	1.A.30.2.2	-	-	ExbD
MGYG000297001_01287	314287.GB2207_06738	4.84e-63	197.0	COG0586@1|root,COG0586@2|Bacteria,1QSIX@1224|Proteobacteria,1SAMX@1236|Gammaproteobacteria,1JASJ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
MGYG000297001_00413	1454202.PPBDW_120611___1	2.66e-158	464.0	COG0534@1|root,COG0534@2|Bacteria,1MVRV@1224|Proteobacteria,1RRDQ@1236|Gammaproteobacteria,1XUPK@135623|Vibrionales	135623|Vibrionales	V	COG0534 Na -driven multidrug efflux pump	-	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000297001_00583	1411685.U062_02303	1.45e-259	712.0	COG1062@1|root,COG1062@2|Bacteria,1MUK4@1224|Proteobacteria,1RNQ4@1236|Gammaproteobacteria,1J4MG@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily	adhC	GO:0003674,GO:0003824,GO:0004022,GO:0004024,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009636,GO:0009987,GO:0010033,GO:0016491,GO:0016614,GO:0016616,GO:0016999,GO:0017001,GO:0017144,GO:0042221,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046292,GO:0046294,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0051903,GO:0055114,GO:0070887,GO:0071704,GO:0097237,GO:0098754,GO:0110095,GO:0110096,GO:1901575,GO:1901700,GO:1901701,GO:1990748	1.1.1.1,1.1.1.284	ko:K00121	ko00010,ko00071,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko05204,map00010,map00071,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map05204	-	R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R06983,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01715,RC01734,RC02273	ko00000,ko00001,ko01000	-	-	iEC042_1314.EC042_0393,iEC55989_1330.EC55989_0365,iECH74115_1262.ECH74115_0431,iECIAI1_1343.ECIAI1_0357,iECIAI39_1322.ECIAI39_0322,iECO103_1326.ECO103_0338,iECO111_1330.ECO111_0392,iECO26_1355.ECO26_0392,iECSE_1348.ECSE_0381,iECSP_1301.ECSP_0420,iECUMN_1333.ECUMN_0399,iECW_1372.ECW_m0434,iECs_1301.ECs0411,iEKO11_1354.EKO11_3486,iETEC_1333.ETEC_0412,iEcE24377_1341.EcE24377A_0381,iEcHS_1320.EcHS_A0421,iEcolC_1368.EcolC_3269,iG2583_1286.G2583_0469,iSSON_1240.SSON_0335,iSbBS512_1146.SbBS512_E0271,iUMNK88_1353.UMNK88_407,iWFL_1372.ECW_m0434,iZ_1308.Z0456	ADH_N,ADH_zinc_N
MGYG000297001_00110	1411685.U062_00500	6.01e-293	816.0	COG0318@1|root,COG0318@2|Bacteria,1MWSD@1224|Proteobacteria,1RQD3@1236|Gammaproteobacteria,1J7WW@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	IQ	COG0318 Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II	fadD6	-	6.2.1.48	ko:K02182,ko:K13776	ko00281,map00281	-	R08088	RC00004,RC00014	ko00000,ko00001,ko01000,ko01004	-	-	-	AMP-binding,AMP-binding_C
MGYG000297001_00142	314287.GB2207_08941	5.57e-131	377.0	COG1121@1|root,COG1121@2|Bacteria,1MUDW@1224|Proteobacteria,1RPJT@1236|Gammaproteobacteria,1J5II@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the ABC transporter complex ZnuABC involved in zinc import. Responsible for energy coupling to the transport system	znuC	GO:0000041,GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005385,GO:0005488,GO:0005524,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0008144,GO:0008150,GO:0008324,GO:0015075,GO:0015318,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0070838,GO:0071577,GO:0072509,GO:0072511,GO:0097159,GO:0097367,GO:0098655,GO:0098660,GO:0098662,GO:1901265,GO:1901363	-	ko:K09817	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.15.3,3.A.1.15.5	-	iSFV_1184.SFV_1859,iSF_1195.SF1867,iSFxv_1172.SFxv_2092,iS_1188.S1934	ABC_tran
MGYG000297001_00174	314287.GB2207_09166	1.33e-85	258.0	COG0194@1|root,COG0194@2|Bacteria,1MW92@1224|Proteobacteria,1RN09@1236|Gammaproteobacteria,1J5P4@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	F	Essential for recycling GMP and indirectly, cGMP	gmk	GO:0003674,GO:0003824,GO:0004385,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_2813,iPC815.YPO0040,iSBO_1134.SBO_3729,iSFV_1184.SFV_3881,iSFxv_1172.SFxv_4016,iUTI89_1310.UTI89_C4193	Guanylate_kin
MGYG000297001_00238	314287.GB2207_07063	3.63e-175	518.0	COG3107@1|root,COG3107@2|Bacteria,1MUHR@1224|Proteobacteria,1RXX4@1236|Gammaproteobacteria,1J4Z4@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	M	lipoprotein	lpoA	GO:0000270,GO:0003674,GO:0005575,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009279,GO:0009987,GO:0016020,GO:0019867,GO:0030203,GO:0030234,GO:0030312,GO:0030313,GO:0031241,GO:0031975,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044425,GO:0044462,GO:0044464,GO:0050790,GO:0065007,GO:0065009,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0098552,GO:0098772,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	ko:K07121	-	-	-	-	ko00000	-	-	-	LppC,TPR_19
MGYG000297001_00304	314287.GB2207_04144	2.56e-179	519.0	COG5000@1|root,COG5000@2|Bacteria,1NU7E@1224|Proteobacteria,1S01Y@1236|Gammaproteobacteria,1J5XZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	T	PAS fold	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_4,PAS_9
MGYG000297001_00336	1411685.U062_00874	1.52e-18	90.1	COG2959@1|root,COG2959@2|Bacteria,1N3SM@1224|Proteobacteria,1S9N7@1236|Gammaproteobacteria,1J76V@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	enzyme of heme biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297001_00400	314287.GB2207_01757	1.08e-91	276.0	COG2360@1|root,COG2360@2|Bacteria,1R9W8@1224|Proteobacteria,1S1ZB@1236|Gammaproteobacteria,1J5QZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	O	Functions in the N-end rule pathway of protein degradation where it conjugates Leu, Phe and, less efficiently, Met from aminoacyl-tRNAs to the N-termini of proteins containing an N-terminal arginine or lysine	aat	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008914,GO:0016740,GO:0016746,GO:0016755,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0071704,GO:0140096,GO:1901564	2.3.2.6	ko:K00684	-	-	R03813,R11443,R11444	RC00055,RC00064	ko00000,ko01000	-	-	-	Leu_Phe_trans
MGYG000297001_00497	1411685.U062_02030	3.8e-86	261.0	COG1011@1|root,COG1011@2|Bacteria,1NH15@1224|Proteobacteria,1RP27@1236|Gammaproteobacteria,1J5ZA@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	hydrolase (HAD superfamily)	yrfG	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008252,GO:0008253,GO:0008477,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016798,GO:0016799,GO:0030145,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050483,GO:0050484	3.1.3.5	ko:K20881	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD,HAD_2,Hydrolase
MGYG000297001_00529	1411685.U062_01995	1.95e-222	625.0	COG0534@1|root,COG0534@2|Bacteria,1MVRV@1224|Proteobacteria,1RXV1@1236|Gammaproteobacteria,1J9T6@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	V	COG0534 Na -driven multidrug efflux pump	-	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000297001_00561	1122194.AUHU01000007_gene167	1.11e-112	376.0	COG1196@1|root,COG1196@2|Bacteria,1R4SX@1224|Proteobacteria,1RVI9@1236|Gammaproteobacteria,466HF@72275|Alteromonadaceae	1236|Gammaproteobacteria	D	Domain of Unknown Function (DUF349)	-	-	-	-	-	-	-	-	-	-	-	-	DUF349
MGYG000297001_00594	314287.GB2207_03609	3.18e-72	224.0	COG0746@1|root,COG0746@2|Bacteria,1RH3M@1224|Proteobacteria,1S74N@1236|Gammaproteobacteria,1J8VC@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor	mobA	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006753,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0019538,GO:0019637,GO:0019720,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0061603,GO:0070568,GO:0071704,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902757,GO:1902758	2.7.7.77	ko:K03752	ko00790,ko01100,map00790,map01100	-	R11581	-	ko00000,ko00001,ko01000	-	-	iAPECO1_1312.APECO1_2604,iEcHS_1320.EcHS_A4080,iEcolC_1368.EcolC_4158,iLF82_1304.LF82_1370,iNRG857_1313.NRG857_19230,iSBO_1134.SBO_3869,iSbBS512_1146.SbBS512_E4329,iUMNK88_1353.UMNK88_4686,ic_1306.c4801	MobB,NTP_transf_3
MGYG000297001_00626	1411685.U062_01294	1.46e-63	212.0	COG2199@1|root,COG3706@2|Bacteria,1MZV7@1224|Proteobacteria,1RRTP@1236|Gammaproteobacteria,1J6TQ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	T	COG2199 FOG GGDEF domain	-	GO:0003674,GO:0003824,GO:0005488,GO:0008144,GO:0016740,GO:0016772,GO:0016779,GO:0019825,GO:0020037,GO:0036094,GO:0042165,GO:0043167,GO:0043169,GO:0046906,GO:0048037,GO:0052621,GO:0070025,GO:0097159,GO:1901363	2.7.7.65	ko:K13069	-	-	R08057	-	ko00000,ko01000	-	-	-	7TMR-DISM_7TM,GGDEF,MASE1,PAS_4,dCache_1
MGYG000297001_00658	247634.GPB2148_1243	1.83e-311	859.0	COG3119@1|root,COG3119@2|Bacteria,1MUJH@1224|Proteobacteria,1RN2V@1236|Gammaproteobacteria,1J7YI@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	COG3119 Arylsulfatase A and related enzymes	-	-	-	-	-	-	-	-	-	-	-	-	Sulfatase
