#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000307531_00023	483216.BACEGG_02833	3.11e-08	60.8	COG3475@1|root,COG3475@2|Bacteria,4NY3W@976|Bacteroidetes,2FW33@200643|Bacteroidia,4ASWN@815|Bacteroidaceae	976|Bacteroidetes	M	LicD family	-	-	-	ko:K07271,ko:K19872	ko00515,ko01100,map00515,map01100	-	-	-	ko00000,ko00001,ko01000,ko04131	-	-	-	LicD
MGYG000307531_00087	234831.PSM_A1271	5.07e-118	356.0	2ASTP@1|root,31I91@2|Bacteria,1NB8C@1224|Proteobacteria,1SG5S@1236|Gammaproteobacteria,2Q3X0@267888|Pseudoalteromonadaceae	1236|Gammaproteobacteria	-	-	-	-	-	ko:K20947	ko05111,map05111	-	-	-	ko00000,ko00001	-	-	-	-
MGYG000307531_00119	316275.VSAL_I0224	0.0	1191.0	COG0514@1|root,COG0514@2|Bacteria,1MVGG@1224|Proteobacteria,1RMPG@1236|Gammaproteobacteria,1XU5H@135623|Vibrionales	135623|Vibrionales	L	DNA helicase	recQ	-	3.6.4.12	ko:K03654	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind
MGYG000307531_00151	316275.VSAL_I2986	2.04e-34	118.0	COG2104@1|root,COG2104@2|Bacteria,1NG8E@1224|Proteobacteria,1SGCU@1236|Gammaproteobacteria,1XYZ1@135623|Vibrionales	135623|Vibrionales	H	COG2104 Sulfur transfer protein involved in thiamine biosynthesis	thiS	-	-	ko:K03154	ko04122,map04122	-	-	-	ko00000,ko00001	-	-	-	ThiS
MGYG000307531_00184	312309.VF_0001	2.01e-82	245.0	COG0716@1|root,COG0716@2|Bacteria,1N30T@1224|Proteobacteria,1S403@1236|Gammaproteobacteria,1Y36T@135623|Vibrionales	135623|Vibrionales	C	Flavodoxin	mioC	-	-	ko:K06205	-	-	-	-	ko00000	-	-	-	Flavodoxin_1
MGYG000307531_00280	312309.VF_1855	1.12e-228	632.0	COG5000@1|root,COG5000@2|Bacteria,1QUG9@1224|Proteobacteria,1T1Y1@1236|Gammaproteobacteria,1XSAF@135623|Vibrionales	135623|Vibrionales	T	COG0642 Signal transduction histidine kinase	flrB	-	2.7.13.3	ko:K10942	ko02020,ko05111,map02020,map05111	M00515	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA,PAS_8
MGYG000307531_00312	1454202.PPBDW_131239___1	2.33e-49	166.0	COG3110@1|root,COG3110@2|Bacteria,1NMI8@1224|Proteobacteria,1SHFS@1236|Gammaproteobacteria,1XXAC@135623|Vibrionales	135623|Vibrionales	S	Belongs to the UPF0319 family	-	-	-	ko:K09909	-	-	-	-	ko00000	-	-	-	DUF2057
MGYG000307531_00344	316275.VSAL_I0780	7.92e-81	240.0	2CPEB@1|root,32SIW@2|Bacteria,1MZE0@1224|Proteobacteria,1SARU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000307531_00376	316275.VSAL_I2365	1.01e-104	303.0	COG3043@1|root,COG3043@2|Bacteria,1RH0X@1224|Proteobacteria,1T0CQ@1236|Gammaproteobacteria,1XWYR@135623|Vibrionales	135623|Vibrionales	C	Electron transfer subunit of the periplasmic nitrate reductase complex NapAB	napB	-	-	ko:K02568	ko00910,ko01120,map00910,map01120	M00529,M00530	R00798	RC02812	ko00000,ko00001,ko00002	-	-	-	NapB
MGYG000307531_00408	316275.VSAL_I2399	7.96e-112	320.0	COG0328@1|root,COG0328@2|Bacteria,1RCZ1@1224|Proteobacteria,1S3YC@1236|Gammaproteobacteria,1XT8K@135623|Vibrionales	135623|Vibrionales	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhA	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_H
MGYG000307531_00473	312309.VF_0574	1.1e-212	590.0	COG0583@1|root,COG0583@2|Bacteria,1QSDA@1224|Proteobacteria,1RZU9@1236|Gammaproteobacteria,1XTD6@135623|Vibrionales	135623|Vibrionales	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
MGYG000307531_00537	316275.VSAL_I0756	2.77e-26	100.0	2EK51@1|root,33DVG@2|Bacteria,1N6U3@1224|Proteobacteria,1SE54@1236|Gammaproteobacteria,1XZ0Y@135623|Vibrionales	135623|Vibrionales	S	Protein of unknown function (DUF3622)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3622
MGYG000307531_00569	312309.VF_0691	9.82e-216	598.0	COG0444@1|root,COG0444@2|Bacteria,1R4KB@1224|Proteobacteria,1SMBI@1236|Gammaproteobacteria,1XTVM@135623|Vibrionales	135623|Vibrionales	P	Belongs to the ABC transporter superfamily	dppD	-	-	ko:K02031	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
MGYG000307531_00601	316275.VSAL_I0949	9.32e-317	864.0	COG1726@1|root,COG1726@2|Bacteria,1MU36@1224|Proteobacteria,1RPU1@1236|Gammaproteobacteria,1XTB1@135623|Vibrionales	135623|Vibrionales	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol	nqrA	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0015672,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030001,GO:0030964,GO:0032991,GO:0044425,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0098796,GO:1902494	1.6.5.8	ko:K00346	-	-	-	-	ko00000,ko01000	-	-	-	NQRA,NQRA_SLBB
MGYG000307531_00633	316275.VSAL_I0995	4.63e-08	55.1	COG1702@1|root,COG1702@2|Bacteria,1MVDV@1224|Proteobacteria,1RP2Y@1236|Gammaproteobacteria,1XVDI@135623|Vibrionales	135623|Vibrionales	T	Phosphate starvation-inducible protein PhoH	ybeZ	-	-	ko:K06217	-	-	-	-	ko00000	-	-	-	PhoH
MGYG000307531_00669	316275.VSAL_I0562	8.11e-205	568.0	COG4974@1|root,COG4974@2|Bacteria,1MVNF@1224|Proteobacteria,1RPI8@1236|Gammaproteobacteria,1XT87@135623|Vibrionales	135623|Vibrionales	D	recombinase XerD	xerD	GO:0000150,GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140097,GO:1901360	-	ko:K04763	-	-	-	-	ko00000,ko03036	-	-	-	Phage_int_SAM_1,Phage_integrase
MGYG000307531_00701	312309.VF_0474	1.88e-285	786.0	COG2027@1|root,COG2027@2|Bacteria,1MW40@1224|Proteobacteria,1RP8V@1236|Gammaproteobacteria,1XUAV@135623|Vibrionales	135623|Vibrionales	M	COG2027 D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4)	dacB	-	3.4.16.4	ko:K07259	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Peptidase_S13
MGYG000307531_00735	316275.VSAL_I0434	0.0	1912.0	COG2911@1|root,COG2911@2|Bacteria,1MUVD@1224|Proteobacteria,1RMMF@1236|Gammaproteobacteria,1XV86@135623|Vibrionales	135623|Vibrionales	S	protein conserved in bacteria	-	-	-	ko:K09800	-	-	-	-	ko00000,ko02000	-	-	-	TamB
MGYG000307531_00799	316275.VSAL_I0352	0.0	1843.0	COG0553@1|root,COG0553@2|Bacteria,1MX6H@1224|Proteobacteria,1RNRZ@1236|Gammaproteobacteria,1XTMU@135623|Vibrionales	135623|Vibrionales	K	Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair	rapA	GO:0000166,GO:0003674,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0018130,GO:0019438,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576	-	ko:K03580	-	-	-	-	ko00000,ko01000,ko03021	-	-	-	Helicase_C,RapA_C,SNF2_N
MGYG000307531_00831	316275.VSAL_I0321	9.85e-133	377.0	COG0088@1|root,COG0088@2|Bacteria,1MXPF@1224|Proteobacteria,1RNNK@1236|Gammaproteobacteria,1XSUF@135623|Vibrionales	135623|Vibrionales	J	Forms part of the polypeptide exit tunnel	rplD	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
MGYG000307531_00863	312309.VF_1035	7.48e-140	395.0	COG0009@1|root,COG0009@2|Bacteria,1MVPM@1224|Proteobacteria,1RNU8@1236|Gammaproteobacteria,1XTRN@135623|Vibrionales	135623|Vibrionales	J	Belongs to the SUA5 family	yciO	-	-	-	-	-	-	-	-	-	-	-	Sua5_yciO_yrdC
MGYG000307531_00895	1281779.H009_22073	6.88e-130	389.0	COG0732@1|root,COG0732@2|Bacteria,1Q4FB@1224|Proteobacteria,2U8UD@28211|Alphaproteobacteria,4BHFT@82115|Rhizobiaceae	28211|Alphaproteobacteria	V	COG0732 Restriction endonuclease S subunits	-	-	3.1.21.3	ko:K01154	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Methylase_S
MGYG000307531_00931	312309.VF_2317	1.24e-140	398.0	COG0790@1|root,COG0790@2|Bacteria,1RE9M@1224|Proteobacteria,1RPR8@1236|Gammaproteobacteria,1XT10@135623|Vibrionales	135623|Vibrionales	N	flagellar protein motX	motX	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K21217	ko02040,map02040	-	-	-	ko00000,ko00001,ko02000,ko02035	1.A.30.1	-	-	Sel1
MGYG000307531_00963	312309.VF_2285	9.16e-125	356.0	COG0512@1|root,COG0512@2|Bacteria,1MV5Y@1224|Proteobacteria,1RMQW@1236|Gammaproteobacteria,1XUV5@135623|Vibrionales	135623|Vibrionales	EH	COG0512 Anthranilate para-aminobenzoate synthases component II	pabA	-	2.6.1.85	ko:K01664	ko00790,map00790	-	R01716	RC00010,RC01418	ko00000,ko00001,ko01000	-	-	-	GATase
MGYG000307531_01027	316275.VSAL_I2536	3.35e-34	117.0	2CTIP@1|root,32STK@2|Bacteria,1MZ8V@1224|Proteobacteria,1SEQR@1236|Gammaproteobacteria,1XYB9@135623|Vibrionales	135623|Vibrionales	S	Protein of unknown function (DUF1107)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1107
MGYG000307531_01059	316275.VSAL_I2504	1.06e-105	309.0	COG4136@1|root,COG4136@2|Bacteria,1RA88@1224|Proteobacteria,1S4G8@1236|Gammaproteobacteria,1XVW5@135623|Vibrionales	135623|Vibrionales	S	ABC transporter, ATP-binding protein	-	-	-	ko:K05779	-	M00192	-	-	ko00000,ko00002,ko02000	-	-	-	ABC_tran
MGYG000307531_01092	316275.VSAL_I2222	5.07e-61	187.0	COG0776@1|root,COG0776@2|Bacteria,1MZ7M@1224|Proteobacteria,1S8XZ@1236|Gammaproteobacteria,1XXU9@135623|Vibrionales	135623|Vibrionales	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control	himD	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141	-	ko:K05788	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
MGYG000307531_01124	316275.VSAL_I0855	3.76e-305	832.0	COG0162@1|root,COG0162@2|Bacteria,1MVUQ@1224|Proteobacteria,1RPKC@1236|Gammaproteobacteria,1XVI5@135623|Vibrionales	135623|Vibrionales	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS1	GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006437,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	S4,tRNA-synt_1b
MGYG000307531_01188	312309.VF_2214	3.62e-112	325.0	COG2823@1|root,COG2823@2|Bacteria,1MUZ2@1224|Proteobacteria,1RY2B@1236|Gammaproteobacteria,1XVEM@135623|Vibrionales	135623|Vibrionales	S	periplasmic or secreted lipoprotein	-	-	-	-	-	-	-	-	-	-	-	-	BON
MGYG000307531_01220	312309.VF_2247	1.76e-70	213.0	COG1539@1|root,COG1539@2|Bacteria,1MZ8Z@1224|Proteobacteria,1S9B2@1236|Gammaproteobacteria,1XXCM@135623|Vibrionales	135623|Vibrionales	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folB	-	1.13.11.81,4.1.2.25,5.1.99.8	ko:K01633	ko00790,ko01100,map00790,map01100	M00126,M00840	R03504,R11037,R11073	RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
MGYG000307531_01258	316275.VSAL_I0127	1.06e-141	402.0	COG3159@1|root,COG3159@2|Bacteria,1R4BP@1224|Proteobacteria,1S1VU@1236|Gammaproteobacteria,1XTEJ@135623|Vibrionales	135623|Vibrionales	S	protein conserved in bacteria	-	-	-	ko:K09921	-	-	-	-	ko00000	-	-	-	DUF484
MGYG000307531_01290	312309.VF_2452	3.16e-158	443.0	COG2884@1|root,COG2884@2|Bacteria,1MVQ4@1224|Proteobacteria,1RMZA@1236|Gammaproteobacteria,1XSS6@135623|Vibrionales	135623|Vibrionales	D	Cell division ATP-binding protein FtsE	ftsE	-	-	ko:K09812	ko02010,map02010	M00256	-	-	ko00000,ko00001,ko00002,ko02000,ko03036	3.A.1.140	-	-	ABC_tran
MGYG000307531_01322	1127673.GLIP_3216	0.0	1436.0	COG1203@1|root,COG1203@2|Bacteria,1MVZF@1224|Proteobacteria,1RQH5@1236|Gammaproteobacteria,469HQ@72275|Alteromonadaceae	1236|Gammaproteobacteria	L	CRISPR-associated helicase, Cas3	cas3	-	-	ko:K07012	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DEAD,HD,HDOD,ResIII
MGYG000307531_01354	316275.VSAL_II0938	1.14e-96	282.0	COG2731@1|root,COG2731@2|Bacteria,1RA6C@1224|Proteobacteria,1S281@1236|Gammaproteobacteria,1XW6G@135623|Vibrionales	135623|Vibrionales	G	COG2731 Beta-galactosidase, beta subunit	-	-	-	ko:K19334	-	-	-	-	ko00000,ko02048	-	-	-	DUF386
MGYG000307531_01386	316275.VSAL_II0759	3.09e-91	270.0	COG0526@1|root,COG0526@2|Bacteria,1RHPC@1224|Proteobacteria,1S4C9@1236|Gammaproteobacteria,1XXTA@135623|Vibrionales	135623|Vibrionales	CO	COG0526 Thiol-disulfide isomerase and thioredoxins	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA,Redoxin,Thioredoxin
MGYG000307531_01418	316275.VSAL_II0782	3.84e-138	394.0	COG0725@1|root,COG0725@2|Bacteria,1MVNA@1224|Proteobacteria,1RN71@1236|Gammaproteobacteria,1XVU1@135623|Vibrionales	135623|Vibrionales	P	Molybdenum ABC transporter, periplasmic molybdenum-binding protein	modA	-	-	ko:K02020	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.8	-	-	SBP_bac_11
MGYG000307531_01453	316275.VSAL_I2783	6.11e-129	366.0	COG1949@1|root,COG1949@2|Bacteria,1R9WX@1224|Proteobacteria,1S217@1236|Gammaproteobacteria,1XSRQ@135623|Vibrionales	135623|Vibrionales	A	3'-to-5' exoribonuclease specific for small oligoribonucleotides	orn	GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140098,GO:1901360,GO:1901361,GO:1901575	-	ko:K13288	ko03008,map03008	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019	-	-	-	RNase_T
MGYG000307531_01485	316275.VSAL_I2817	1.59e-105	305.0	COG2453@1|root,COG2453@2|Bacteria,1N0H0@1224|Proteobacteria,1S9JV@1236|Gammaproteobacteria,1XWW6@135623|Vibrionales	135623|Vibrionales	T	phosphatase	-	-	-	-	-	-	-	-	-	-	-	-	CDKN3,DSPc,Y_phosphatase3
MGYG000307531_01517	316275.VSAL_I2865	0.0	2690.0	COG0086@1|root,COG0086@2|Bacteria,1MU3M@1224|Proteobacteria,1RPYH@1236|Gammaproteobacteria,1XTEN@135623|Vibrionales	135623|Vibrionales	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC	GO:0000428,GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5
MGYG000307531_01549	312309.VF_A1043	3.88e-140	398.0	COG4181@1|root,COG4181@2|Bacteria,1MXG9@1224|Proteobacteria,1RMG1@1236|Gammaproteobacteria,1XU0B@135623|Vibrionales	135623|Vibrionales	Q	ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	ybbA	-	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000307531_01613	312309.VF_A0078	4.92e-80	243.0	COG2165@1|root,COG2165@2|Bacteria,1QUGH@1224|Proteobacteria,1T1Y8@1236|Gammaproteobacteria,1XXTW@135623|Vibrionales	135623|Vibrionales	NU	COG2165 Type II secretory pathway, pseudopilin PulG	mshD	-	-	ko:K10927	ko05111,map05111	-	-	-	ko00000,ko00001,ko02044	-	-	-	N_methyl
MGYG000307531_01677	316275.VSAL_I0461	7.28e-113	325.0	COG0629@1|root,COG0629@2|Bacteria,1RCWT@1224|Proteobacteria,1S3WP@1236|Gammaproteobacteria,1XSPW@135623|Vibrionales	135623|Vibrionales	L	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ssb	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0006139,GO:0006259,GO:0006260,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
MGYG000307531_00482	316275.VSAL_I0685	2.73e-302	827.0	COG0548@1|root,COG1246@1|root,COG0548@2|Bacteria,COG1246@2|Bacteria,1MUUP@1224|Proteobacteria,1RMV5@1236|Gammaproteobacteria,1XSV8@135623|Vibrionales	135623|Vibrionales	E	Amino-acid acetyltransferase	argA	GO:0003674,GO:0003824,GO:0004042,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1	ko:K14682	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R00259	RC00004,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,Acetyltransf_1
MGYG000307531_00145	316275.VSAL_I2993	4.86e-55	172.0	2AWB4@1|root,31N6T@2|Bacteria,1QJY2@1224|Proteobacteria,1TI09@1236|Gammaproteobacteria,1XY2K@135623|Vibrionales	135623|Vibrionales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000307531_02708	316275.VSAL_II0101	3.37e-250	689.0	COG2195@1|root,COG2195@2|Bacteria,1MV7D@1224|Proteobacteria,1TH92@1236|Gammaproteobacteria,1XSN9@135623|Vibrionales	135623|Vibrionales	E	COG2195 Di- and tripeptidases	-	-	3.4.11.4	ko:K01258	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28
MGYG000307531_02445	316275.VSAL_I2580	2.01e-245	673.0	COG4608@1|root,COG4608@2|Bacteria,1QE80@1224|Proteobacteria,1S135@1236|Gammaproteobacteria,1XSK7@135623|Vibrionales	135623|Vibrionales	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
MGYG000307531_01269	316275.VSAL_I2923	0.0	962.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,1RMBS@1236|Gammaproteobacteria,1XTS6@135623|Vibrionales	135623|Vibrionales	NU	COG2804 Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB	epsE	-	-	ko:K02454	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	T2SSE,T2SSE_N
MGYG000307531_02525	316275.VSAL_I2000	1.02e-211	587.0	COG3301@1|root,COG3301@2|Bacteria,1MXQ9@1224|Proteobacteria,1RQ22@1236|Gammaproteobacteria,1XT3I@135623|Vibrionales	135623|Vibrionales	P	Formate-dependent nitrite reductase, membrane component	nrfD	-	-	ko:K04015	-	-	-	-	ko00000	-	-	-	NrfD
MGYG000307531_00136	316275.VSAL_I3003	2.25e-183	510.0	COG0084@1|root,COG0084@2|Bacteria,1MUC0@1224|Proteobacteria,1SPRE@1236|Gammaproteobacteria,1XUSU@135623|Vibrionales	135623|Vibrionales	L	COG0084 Mg-dependent DNase	tatD	-	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
MGYG000307531_01825	316275.VSAL_I1827	0.0	1858.0	COG0443@1|root,COG0443@2|Bacteria,1MXX7@1224|Proteobacteria,1RP0D@1236|Gammaproteobacteria,1XTBY@135623|Vibrionales	135623|Vibrionales	O	Belongs to the heat shock protein 70 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF3731,HSP70
