#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000297003_02877	309807.SRU_0750	1.03e-76	248.0	COG2972@1|root,COG2972@2|Bacteria,4NIER@976|Bacteroidetes	976|Bacteroidetes	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,His_kinase
MGYG000297003_02943	1121930.AQXG01000009_gene341	3.84e-235	657.0	COG2256@1|root,COG2256@2|Bacteria,4NEV8@976|Bacteroidetes,1IPEJ@117747|Sphingobacteriia	976|Bacteroidetes	L	COG2256 ATPase related to the helicase subunit of the Holliday junction resolvase	rarA	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
MGYG000297003_03007	1122218.KB893653_gene1416	8.63e-76	246.0	COG1262@1|root,COG1262@2|Bacteria,1RASV@1224|Proteobacteria,2URPW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	PFAM Formylglycine-generating sulfatase enzyme	-	-	-	-	-	-	-	-	-	-	-	-	FGE-sulfatase
MGYG000297003_03041	1444711.CCJF01000005_gene851	2.63e-15	80.1	COG5523@1|root,COG5523@2|Bacteria	2|Bacteria	T	integral membrane protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF4339,DUF975,GPDPase_memb,Mucin-like,UPF0259,Yip1
MGYG000297003_03073	1089550.ATTH01000001_gene691	9.15e-46	157.0	COG1999@1|root,COG1999@2|Bacteria,4PEVF@976|Bacteroidetes,1FJP6@1100069|Bacteroidetes Order II. Incertae sedis	976|Bacteroidetes	S	SCO1/SenC	-	-	-	ko:K07152	-	-	-	-	ko00000,ko03029	-	-	-	CusF_Ec,SCO1-SenC
MGYG000297003_03105	485918.Cpin_0020	3.06e-121	365.0	COG3182@1|root,COG3182@2|Bacteria,4NEXX@976|Bacteroidetes,1IUY0@117747|Sphingobacteriia	976|Bacteroidetes	S	PepSY-associated TM region	-	-	-	-	-	-	-	-	-	-	-	-	PepSY_TM
MGYG000297003_03170	745776.DGo_CA0831	7.7e-15	74.7	COG2335@1|root,COG2335@2|Bacteria,1WMNY@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	M	COG2335 Secreted and surface protein containing fasciclin-like repeats	-	-	-	-	-	-	-	-	-	-	-	-	Fasciclin
MGYG000297003_03202	1121930.AQXG01000003_gene2584	2.83e-54	184.0	COG0697@1|root,COG0697@2|Bacteria,4NGWA@976|Bacteroidetes	976|Bacteroidetes	EG	Transporter	-	-	-	-	-	-	-	-	-	-	-	-	EamA
MGYG000297003_03234	1121930.AQXG01000003_gene2484	3.96e-175	523.0	28IW4@1|root,2Z8UE@2|Bacteria,4NJ1I@976|Bacteroidetes	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_03368	319225.Plut_1338	2.68e-14	70.5	COG2885@1|root,COG2885@2|Bacteria,1FE7F@1090|Chlorobi	1090|Chlorobi	M	Belongs to the ompA family	-	-	-	-	-	-	-	-	-	-	-	-	Gly-zipper_Omp,OmpA
MGYG000297003_03400	1121104.AQXH01000002_gene607	5.36e-38	132.0	2AHGP@1|root,317U3@2|Bacteria,4P9B3@976|Bacteroidetes	976|Bacteroidetes	S	MerC mercury resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	MerC
MGYG000297003_03432	1121930.AQXG01000012_gene3197	1.64e-104	311.0	COG4589@1|root,COG4589@2|Bacteria,4NIPM@976|Bacteroidetes,1IQW1@117747|Sphingobacteriia	976|Bacteroidetes	S	Belongs to the CDS family	cdsA	-	2.7.7.41	ko:K00981	ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070	M00093	R01799	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_1,FA_desaturase
MGYG000297003_03465	313606.M23134_07808	1.32e-21	100.0	2BV2E@1|root,32QFA@2|Bacteria,4PC43@976|Bacteroidetes,47WSJ@768503|Cytophagia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_03530	1121930.AQXG01000016_gene1777	6.01e-87	258.0	COG0049@1|root,COG0049@2|Bacteria,4NEEM@976|Bacteroidetes,1IRJ7@117747|Sphingobacteriia	976|Bacteroidetes	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	rpsG	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02992	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S7
MGYG000297003_03563	1121104.AQXH01000007_gene473	1.26e-165	477.0	COG4198@1|root,COG4198@2|Bacteria,4NGQH@976|Bacteroidetes,1IRVU@117747|Sphingobacteriia	976|Bacteroidetes	S	Protein of unknown function (DUF1015)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1015
MGYG000297003_02470	373994.Riv7116_0367	4.41e-199	566.0	COG4310@1|root,COG4310@2|Bacteria,1G39N@1117|Cyanobacteria	1117|Cyanobacteria	M	Domain of unknown function (DUF4910)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2172,DUF4910,HTH_47,Peptidase_M28,dTDP_sugar_isom
MGYG000297003_02502	1123057.P872_09295	3.4e-40	144.0	COG0110@1|root,COG0110@2|Bacteria,4NNTF@976|Bacteroidetes,47S6C@768503|Cytophagia	976|Bacteroidetes	S	Bacterial transferase hexapeptide (six repeats)	-	-	-	-	-	-	-	-	-	-	-	-	Hexapep,Hexapep_2
MGYG000297003_02534	1121930.AQXG01000003_gene2512	1.9e-184	528.0	COG0750@1|root,COG0750@2|Bacteria,4NEAR@976|Bacteroidetes,1INRC@117747|Sphingobacteriia	976|Bacteroidetes	M	zinc metalloprotease	rseP	-	-	ko:K11749	ko02024,ko04112,map02024,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	PDZ,PDZ_2,Peptidase_M50,Peptidase_M50B,Tricorn_PDZ
MGYG000297003_02566	1121104.AQXH01000001_gene1435	8.01e-172	488.0	COG2957@1|root,COG2957@2|Bacteria,4NGF8@976|Bacteroidetes,1IP6F@117747|Sphingobacteriia	976|Bacteroidetes	E	Belongs to the agmatine deiminase family	aguA	-	3.5.3.12	ko:K10536	ko00330,ko01100,map00330,map01100	-	R01416	RC00177	ko00000,ko00001,ko01000	-	-	-	PAD_porph
MGYG000297003_02598	1392490.JHZX01000001_gene2287	4.86e-43	165.0	28JY0@1|root,2Z9ND@2|Bacteria,4NIG7@976|Bacteroidetes,1HX78@117743|Flavobacteriia	976|Bacteroidetes	S	SusE outer membrane protein	-	-	-	ko:K21571	-	-	-	-	ko00000	-	-	-	DUF5115,SusE,SusF_SusE
MGYG000297003_02630	1185876.BN8_01406	4.47e-256	743.0	COG3934@1|root,COG3934@2|Bacteria,4NFVS@976|Bacteroidetes,47KA9@768503|Cytophagia	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,Cellulase
MGYG000297003_02663	1121930.AQXG01000001_gene1487	9.66e-161	456.0	COG0274@1|root,COG0274@2|Bacteria,4NGE3@976|Bacteroidetes	976|Bacteroidetes	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC
MGYG000297003_02695	1121930.AQXG01000001_gene1602	1.4e-127	369.0	COG4221@1|root,COG4221@2|Bacteria,4NE1R@976|Bacteroidetes,1INN2@117747|Sphingobacteriia	976|Bacteroidetes	NU	Belongs to the short-chain dehydrogenases reductases (SDR) family	ydfG	-	-	-	-	-	-	-	-	-	-	-	TPR_16,adh_short
MGYG000297003_02727	880070.Cycma_1595	6.12e-87	280.0	COG1680@1|root,COG1680@2|Bacteria,4NHVF@976|Bacteroidetes,47PGQ@768503|Cytophagia	976|Bacteroidetes	V	Beta-lactamase class C and other penicillin binding	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase,DUF3471,TPR_2
MGYG000297003_02759	1121104.AQXH01000003_gene330	5.23e-159	458.0	COG3391@1|root,COG3391@2|Bacteria	2|Bacteria	CO	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_5,CUB,Collagen,Cu_amine_oxidN1,Cytochrom_D1,DUF5122,Gram_pos_anchor,He_PIG,LVIVD,Lactonase,MAM,Phytase-like,Reprolysin_4,fn3
MGYG000297003_02791	1124780.ANNU01000008_gene2712	1.37e-96	286.0	COG3127@1|root,COG3127@2|Bacteria,4NN8S@976|Bacteroidetes,47P7G@768503|Cytophagia	976|Bacteroidetes	Q	membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_02823	1121104.AQXH01000003_gene367	3.07e-66	209.0	295Y6@1|root,2ZT91@2|Bacteria,4P77A@976|Bacteroidetes	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_02855	688269.Theth_0500	1.26e-158	462.0	COG0119@1|root,COG0119@2|Bacteria,2GE0Z@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA	-	2.3.3.13	ko:K01649	ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230	M00432	R01213	RC00004,RC00470,RC02754	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	HMGL-like,LeuA_dimer
MGYG000297003_02888	1237149.C900_04983	4.68e-56	187.0	COG4978@1|root,COG4978@2|Bacteria	2|Bacteria	-	-	MA20_43725	-	-	ko:K13652	-	-	-	-	ko00000,ko03000	-	-	-	DUF5085,GyrI-like,HTH_18,MerR_1,Polyketide_cyc2,RibD_C,Sigma70_r2
MGYG000297003_02922	65093.PCC7418_3010	1.85e-151	456.0	COG1132@1|root,COG1132@2|Bacteria,1G13C@1117|Cyanobacteria	1117|Cyanobacteria	V	ABC-type multidrug transport system ATPase and permease	-	-	-	ko:K06147,ko:K06148	-	-	-	-	ko00000,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
MGYG000297003_03018	1121930.AQXG01000013_gene3304	1.27e-130	388.0	COG4974@1|root,COG4974@2|Bacteria	2|Bacteria	L	Belongs to the 'phage' integrase family	xerD1	-	-	ko:K04763	-	-	-	-	ko00000,ko03036	-	-	-	Phage_int_SAM_1,Phage_int_SAM_4,Phage_int_SAM_5,Phage_integrase
MGYG000297003_03084	1121104.AQXH01000008_gene2367	2.19e-116	342.0	COG3000@1|root,COG3000@2|Bacteria,4NES7@976|Bacteroidetes,1J072@117747|Sphingobacteriia	976|Bacteroidetes	I	Fatty acid hydroxylase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	FA_hydroxylase
MGYG000297003_03149	518766.Rmar_2222	2.13e-165	506.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,4NFGR@976|Bacteroidetes,1FIND@1100069|Bacteroidetes Order II. Incertae sedis	976|Bacteroidetes	E	homoserine dehydrogenase	-	-	1.1.1.3,2.7.2.4	ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,ACT_7,Homoserine_dh,NAD_binding_3
MGYG000297003_03181	1121104.AQXH01000001_gene1045	3.81e-212	598.0	COG1972@1|root,COG1972@2|Bacteria,4NEYN@976|Bacteroidetes,1IRNQ@117747|Sphingobacteriia	976|Bacteroidetes	F	Na dependent nucleoside transporter	nupC	-	-	ko:K03317	-	-	-	-	ko00000	2.A.41	-	-	Gate,Nucleos_tra2_C,Nucleos_tra2_N
MGYG000297003_03213	1121930.AQXG01000003_gene2505	0.0	1033.0	COG0143@1|root,COG0143@2|Bacteria,4NECB@976|Bacteroidetes,1IPA1@117747|Sphingobacteriia	976|Bacteroidetes	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1g,tRNA_bind
MGYG000297003_03245	1121104.AQXH01000001_gene1103	3.82e-31	122.0	COG0438@1|root,COG0438@2|Bacteria,4NF59@976|Bacteroidetes	976|Bacteroidetes	M	Glycosyl transferases group 1	-	-	-	ko:K21011	ko02025,map02025	-	-	-	ko00000,ko00001,ko01003	-	GT4	-	DUF3492,Glyco_transf_4,Glycos_transf_1
MGYG000297003_03277	1123514.KB905901_gene150	2.22e-27	120.0	COG3307@1|root,COG3307@2|Bacteria,1PU7J@1224|Proteobacteria,1RV2P@1236|Gammaproteobacteria,463BD@72273|Thiotrichales	72273|Thiotrichales	M	O-Antigen ligase	-	-	-	-	-	-	-	-	-	-	-	-	Wzy_C
MGYG000297003_03309	1121930.AQXG01000004_gene2932	8.31e-137	397.0	COG0463@1|root,COG0463@2|Bacteria,4NEVT@976|Bacteroidetes,1IPAW@117747|Sphingobacteriia	976|Bacteroidetes	M	glycosyl transferase family 2	arnC	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2,Sugar_tr
MGYG000297003_03347	1121930.AQXG01000002_gene2006	1.51e-65	206.0	COG0848@1|root,COG0848@2|Bacteria,4NHYQ@976|Bacteroidetes,1IZ0M@117747|Sphingobacteriia	976|Bacteroidetes	U	Biopolymer transport protein ExbD/TolR	-	-	-	-	-	-	-	-	-	-	-	-	ExbD
MGYG000297003_03379	1121930.AQXG01000002_gene2079	7.34e-206	595.0	COG0249@1|root,COG0249@2|Bacteria,4NE6X@976|Bacteroidetes,1INPF@117747|Sphingobacteriia	976|Bacteroidetes	L	DNA mismatch repair protein MutS	-	-	-	-	-	-	-	-	-	-	-	-	MutS_III,MutS_V
MGYG000297003_03411	1121104.AQXH01000002_gene529	1.02e-105	363.0	COG2202@1|root,COG3829@1|root,COG3920@1|root,COG2202@2|Bacteria,COG3829@2|Bacteria,COG3920@2|Bacteria,4NINT@976|Bacteroidetes,1IT68@117747|Sphingobacteriia	976|Bacteroidetes	T	PFAM histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HATPase_c_2,HisKA_2,PAS,PAS_3,PAS_4,PAS_9,Reg_prop,Response_reg,TPR_12,Y_Y_Y
MGYG000297003_03443	1121104.AQXH01000005_gene231	1.63e-55	177.0	COG0071@1|root,COG0071@2|Bacteria	2|Bacteria	O	Belongs to the small heat shock protein (HSP20) family	hspA	-	-	ko:K13993	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	HSP20
MGYG000297003_03476	1499967.BAYZ01000102_gene3581	6.55e-99	297.0	COG1028@1|root,COG1028@2|Bacteria,2NQPF@2323|unclassified Bacteria	2|Bacteria	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
MGYG000297003_03508	572477.Alvin_0231	2.61e-74	232.0	2E1E7@1|root,32WT9@2|Bacteria,1N6HI@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sulfotransfer_2
MGYG000297003_03541	1121104.AQXH01000007_gene448	2.33e-206	583.0	COG0661@1|root,COG0661@2|Bacteria,4NDUP@976|Bacteroidetes,1ITUZ@117747|Sphingobacteriia	976|Bacteroidetes	S	ABC1 family	-	-	-	-	-	-	-	-	-	-	-	-	ABC1,APH,WaaY
MGYG000297003_03575	1121930.AQXG01000009_gene246	0.0	2348.0	COG0086@1|root,COG0086@2|Bacteria,4NEMW@976|Bacteroidetes,1IP5J@117747|Sphingobacteriia	976|Bacteroidetes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5
MGYG000297003_03359	1121930.AQXG01000002_gene2037	1.06e-176	495.0	COG0568@1|root,COG0568@2|Bacteria,4NEBF@976|Bacteroidetes,1INNM@117747|Sphingobacteriia	976|Bacteroidetes	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	rpoD	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
MGYG000297003_00016	866536.Belba_1093	1.25e-07	57.0	COG1075@1|root,COG1075@2|Bacteria	2|Bacteria	KLT	acetyltransferases and hydrolases with the alpha beta hydrolase fold	lip	GO:0003674,GO:0003824,GO:0004806,GO:0005575,GO:0005576,GO:0016298,GO:0016787,GO:0016788,GO:0052689	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Lipase_2,PGAP1,YSIRK_signal
MGYG000297003_00113	313624.NSP_6940	6.48e-111	332.0	COG1125@1|root,COG1125@2|Bacteria,1G21Q@1117|Cyanobacteria,1HIQ3@1161|Nostocales	1117|Cyanobacteria	E	ABC-type proline glycine betaine transport	-	-	-	ko:K05847	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	ABC_tran
MGYG000297003_00146	1121104.AQXH01000001_gene2012	1.08e-169	480.0	COG0492@1|root,COG0492@2|Bacteria,4NDVS@976|Bacteroidetes,1INU1@117747|Sphingobacteriia	976|Bacteroidetes	O	Pyridine nucleotide-disulphide oxidoreductase	ypdA	-	1.8.1.9	ko:K00384	ko00450,map00450	-	R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_3
MGYG000297003_00179	404380.Gbem_2523	5.7e-106	317.0	COG2761@1|root,COG2761@2|Bacteria,1QVUQ@1224|Proteobacteria	1224|Proteobacteria	Q	dithiol-disulfide isomerase involved in polyketide biosynthesis	-	-	-	-	-	-	-	-	-	-	-	-	FeoC,Thioredoxin_5
MGYG000297003_00212	1121930.AQXG01000011_gene1726	4.69e-57	179.0	COG1366@1|root,COG1366@2|Bacteria,4NZCC@976|Bacteroidetes	976|Bacteroidetes	T	STAS domain	-	-	-	ko:K04749	-	-	-	-	ko00000,ko03021	-	-	-	STAS,STAS_2
MGYG000297003_00244	411154.GFO_3113	1.3e-11	67.4	2DSQ6@1|root,33H0W@2|Bacteria,4NZA9@976|Bacteroidetes,1I6C0@117743|Flavobacteriia	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000297003_00276	1121930.AQXG01000006_gene781	5.75e-58	195.0	COG4096@1|root,COG4096@2|Bacteria	2|Bacteria	L	type I site-specific deoxyribonuclease activity	CP_0160	-	-	-	-	-	-	-	-	-	-	-	HSDR_N_2
MGYG000297003_00308	1121930.AQXG01000010_gene3046	4.36e-288	799.0	COG0018@1|root,COG0018@2|Bacteria,4NE7Q@976|Bacteroidetes,1IQGR@117747|Sphingobacteriia	976|Bacteroidetes	J	Arginyl-tRNA synthetase	argS	GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
MGYG000297003_00440	309807.SRU_1305	5.44e-61	191.0	COG1764@1|root,COG1764@2|Bacteria,4NQKB@976|Bacteroidetes,1FJH1@1100069|Bacteroidetes Order II. Incertae sedis	976|Bacteroidetes	O	OsmC-like protein	osmC	-	-	ko:K04063	-	-	-	-	ko00000	-	-	-	OsmC
MGYG000297003_00027	1167006.UWK_00451	4.26e-08	61.6	COG0007@1|root,COG1587@1|root,COG0007@2|Bacteria,COG1587@2|Bacteria,1MUI0@1224|Proteobacteria,42MCB@68525|delta/epsilon subdivisions,2WIRJ@28221|Deltaproteobacteria,2MISA@213118|Desulfobacterales	28221|Deltaproteobacteria	H	Belongs to the precorrin methyltransferase family	hemD	-	1.3.1.76,2.1.1.107,4.2.1.75,4.99.1.4	ko:K02302,ko:K02303,ko:K13542	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02864,R03165,R03194,R03947	RC00003,RC00871,RC01012,RC01034,RC01861	ko00000,ko00001,ko00002,ko01000	-	-	-	AAA_28,HEM4,TP_methylase
MGYG000297003_00059	468059.AUHA01000002_gene398	8.79e-102	304.0	COG0300@1|root,COG0300@2|Bacteria,4NEMK@976|Bacteroidetes,1IS4Y@117747|Sphingobacteriia	976|Bacteroidetes	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
MGYG000297003_03579	1121104.AQXH01000007_gene500	1.85e-121	351.0	COG0081@1|root,COG0081@2|Bacteria,4NEIC@976|Bacteroidetes,1IPE4@117747|Sphingobacteriia	976|Bacteroidetes	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
MGYG000297003_00149	1121930.AQXG01000019_gene77	6.51e-237	684.0	COG2114@1|root,COG4252@1|root,COG2114@2|Bacteria,COG4252@2|Bacteria	2|Bacteria	T	Chase2 domain	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	CHASE2,Guanylate_cyc
MGYG000297003_02237	1121930.AQXG01000004_gene2810	7.29e-169	475.0	COG0777@1|root,COG0777@2|Bacteria,4NFMH@976|Bacteroidetes,1IPMT@117747|Sphingobacteriia	976|Bacteroidetes	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD	-	2.1.3.15,6.4.1.2	ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Carboxyl_trans
MGYG000297003_01056	518766.Rmar_0794	9.73e-31	116.0	COG1558@1|root,COG1558@2|Bacteria,4PF5Y@976|Bacteroidetes,1FK6Z@1100069|Bacteroidetes Order II. Incertae sedis	976|Bacteroidetes	N	flagellar basal-body rod protein FlgC	-	-	-	ko:K02388	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	Flg_bb_rod,Flg_bbr_C
